ClassID,GenType,PosX,PosY,PosZ,Direction
101,8,176.50378,82.80964,-1259.1207,0
102,8,959.4124,44.2286,-823.9912,0
103,8,806.5066,25.318005,-1170.4197,0
104,8,68.75539,176.1506,-912.38525,0
105,8,-81.60886,156.08734,-926.98645,0
106,8,325.4525,128.924,-520.9069,0
107,8,183.94276,128.924,-584.4254,0
108,8,1075.7058,82.80965,-160.23154,0
109,8,273.25653,156.0808,-990.9395,0
110,8,31.690247,82.80963,-1333.319,0
111,8,405.47272,82.7033,-1144.1034,0
112,8,509.46445,82.8096,-871.2895,0
113,8,657.2425,82.8096,-631.23474,0
114,8,657.8855,82.631485,-865.2961,0
115,8,544.9478,82.8096,-532.954,0
116,8,553.68365,82.74547,-746.9122,0
117,8,817.27576,82.809654,-516.0928,0
118,9,530.6885,62.02971,-1057.8165,0
119,9,683.12415,25.104273,-1167.2598,0
120,9,644.3223,25.348925,-1340.6145,0
121,9,700.1033,25.604053,-1529.442,0
122,9,816.5997,25.443932,-1265.7756,0
123,9,924.34674,25.468435,-1114.5325,0
124,9,761.4334,25.120058,-1048.4178,0
125,9,970.43036,44.2286,-876.47754,0
126,9,1130.9402,44.2286,-824.7127,0
127,9,1254.2827,44.2286,-606.0358,0
128,9,1046.6323,44.2286,-666.0875,0
129,9,1070.0857,82.8097,-35.469486,0
130,9,739.86975,82.8096,-608.22894,0
131,9,502.29694,82.8096,-870.83276,0
132,9,933.2891,82.8097,220.44604,0
133,9,907.8561,82.80962,-481.17328,0
134,9,404.13586,82.809616,-1069.9926,0
135,9,268.88367,82.74123,-1339.8451,0
136,9,73.97209,82.80964,-1319.9453,0
137,9,-558.3147,80.82372,-1077.0696,0
138,9,567.00525,24.973162,-1224.561,0
139,9,-468.78912,80.80629,-908.8595,0
140,9,-379.5558,80.84578,-1118.4331,0
141,9,-751.6182,80.494934,-756.37555,0
142,9,596.9825,82.76377,-738.6902,0
143,9,1090.529,82.8096,-385.3702,0
144,9,1081.8909,82.80963,-166.55725,0
145,9,542.1895,82.8096,-486.17444,0
146,9,1048.2217,82.8097,388.54956,0
147,9,867.52563,82.8097,112.27905,0
148,9,1094.6343,82.8097,264.01828,0
149,9,1128.61,82.8097,115.50574,0
150,9,1154.0167,82.8097,470.0197,0
151,9,1310.6946,82.8097,354.05188,0
152,9,1178.2091,82.80966,669.2297,0
153,9,218.17236,156.0808,-887.49445,0
154,9,347.5288,128.924,-539.749,0
155,9,100.6459,156.0808,-763.0422,0
156,9,-94.00152,168.5217,-976.3387,0
157,9,89.17395,176.1506,-887.7789,0
158,9,-0.7632332,128.924,-1133.2555,0
159,9,-175.55017,128.924,-1083.8523,0
160,9,-136.37341,128.92393,-751.1748,0
161,9,-28.01563,128.924,-563.16693,0
162,9,264.72287,82.765434,-1163.6742,0
165,9,376.35196,128.92395,-660.895,0
166,10,-527.67993,80.76642,-754.0347,0
167,10,-234.61507,82.75633,-680.3553,0
168,10,308.05328,156.0808,-979.8725,0
169,10,-263.08224,80.852325,-1382.8268,0
170,10,175.78961,82.80964,-1272.4728,0
171,10,658.87085,25.02062,-1126.7197,0
172,10,725.3305,82.80033,-722.8502,0
173,10,967.1072,82.8097,6.1200714,0
174,10,1170.1553,82.8097,403.6319,0
175,10,1160.0269,82.8097,1131.3649,0
176,10,1363.805,82.80964,913.24445,0
177,10,268.541,128.924,-573.4297,0
178,10,-836.3052,80.46967,-626.9622,0
179,10,-983.5725,122.6973,-912.2078,0
180,10,-830.28595,89.32275,-1288.431,0
181,10,-348.53204,80.8726,-951.98157,0
182,10,-1161.7843,122.6973,-1201.6724,0
183,10,-1096.6901,121.69643,-407.9795,0
184,10,-1511.4196,122.6973,-549.8882,0
185,10,-1650.4095,81.882835,-357.56616,0
186,10,-342.0547,26.91412,117.16495,0
187,10,-1790.4513,78.84081,238.10481,0
188,10,-940.3324,124.4862,532.706,0
189,10,-651.1487,124.4862,727.28217,0
190,10,-1189.8896,124.4862,810.5948,0
191,10,-778.78253,215.7345,1221.119,0
192,10,-559.8525,265.1106,1472.997,0
193,10,-392.49072,80.47768,-817.8748,0
194,10,917.3963,82.809616,-468.46796,0
195,10,1129.4933,82.80969,660.56274,0
196,10,1336.5033,82.8097,1488.749,0
197,9,1218.3167,82.80968,864.3202,0
198,9,1154.6227,82.8097,1287.2892,0
199,9,1377.3865,82.8097,1060.2543,0
200,9,1347.546,82.8097,1451.1482,0
201,9,1156.4556,82.8097,1427.9847,0
202,9,1395.8984,82.8097,1242.1019,0
203,9,1583.0206,82.8097,1258.1411,0
204,8,-1560.9844,80.42642,-266.7693,0
205,8,-1068.5867,24.848686,14.171005,0
206,8,306.03497,145.42975,-674.2467,0
207,8,-1039.9385,121.7665,-363.54053,0
208,8,-380.28702,80.80336,-1257.8126,0
209,8,1048.1703,44.2286,-895.6602,0
210,8,1079.0243,82.8097,132.66917,0
211,8,719.30835,25.6551,-1440.8813,0
212,8,608.5503,25.483126,-1457.2234,0
213,8,871.233,25.256937,-1012.0413,0
214,8,608.486,28.474752,-1080.312,0
215,8,574.9842,25.142408,-1289.9259,0
216,7,-1332.5052,132.4395,661.51636,0
217,7,-1409.9552,175.0372,852.25366,0
218,7,-1223.5607,215.7345,1330.5203,0
219,7,-920.9304,215.7345,1217.1572,0
220,7,-1116.9598,124.4862,881.7013,0
221,7,-452.48132,243.3824,1065.3496,0
222,7,-499.64374,243.3824,933.534,0
223,7,-421.797,227.04575,1292.2349,0
224,7,-389.06976,265.1106,1672.0217,0
225,7,-466.6091,265.1107,1955.2902,0
226,7,-773.4219,312.2391,1819.5953,0
227,7,-776.0298,265.1106,1520.681,0
228,7,90.81841,26.9143,173.22649,0
229,7,-283.22952,26.91416,88.831314,0
230,7,8.184059,26.9143,551.2675,0
231,7,-1020.0909,24.815,-20.836395,0
232,7,-1309.4459,28.9297,-32.261852,0
233,7,-1074.9518,81.14663,-562.75116,0
234,7,-1971.6367,78.89917,498.01468,0
235,7,-2008.6001,79.01216,368.53052,0
236,7,-1778.3132,87.40331,130.8623,0
237,7,-1737.8206,79.57963,-118.91048,0
238,7,-1432.7212,122.6973,-742.988,0
239,7,-360.7881,80.87094,-921.23157,0
240,7,-447.96237,80.85304,-1000.5671,0
241,7,-429.00558,80.74101,-1334.8895,0
242,7,-598.1378,80.77264,-1241.0442,0
243,7,-747.60895,80.859375,-907.1737,0
244,11,-88.58435,82.8096,-1814.9657,0
245,12,458.54382,82.80962,-1651.0021,0
248,13,-95.75035,78.6691,618.17645,0
249,14,-153.55121,82.8096,-1397.1956,0
250,14,-646.51117,81.558716,-1282.4586,0
251,14,-943.7501,122.6973,-1055.8202,0
252,14,-1469.4198,122.6973,-818.2046,0
253,14,-1643.7587,80.9146,-288.11575,0
254,14,-909.4687,79.970856,-559.388,0
255,14,3.3465397,156.0808,-777.5803,0
256,14,481.62234,82.51787,-1022.0688,0
257,14,752.2081,25.298923,-1242.1572,0
258,14,1058.6912,44.2286,-821.0108,0
259,14,749.21497,82.8096,-535.47577,0
260,14,1120.5411,82.8096,-294.06766,0
261,14,1239.859,82.8097,118.76253,0
262,14,1259.8524,82.8097,526.6687,0
263,14,1305.2794,82.8097,1229.8293,0
264,14,7.831238,26.9143,287.7868,0
265,14,-458.52136,78.92039,517.23914,0
266,14,-964.59467,124.4862,963.3888,0
267,14,-297.9123,215.7345,1230.1348,0
268,14,-346.79456,265.1106,1927.4937,0
269,14,-1221.68,312.2391,1863.2678,0
270,14,-1467.7369,215.7345,1261.8264,0
271,15,-22.86839,82.80966,-1656.2471,0
272,16,-1929.8634,78.84395,600.74695,0
273,17,-504.6833,81.82564,-752.99866,0
274,12,776.2122,82.8097,120.82295,0
275,13,-78.42308,215.7345,1246.4619,0
