ClassID,GenType,PosX,PosY,PosZ,Direction
49,7,715.80206,-85.04662,1072.0302,0
50,7,794.61816,-85.046555,1289.7418,0
51,7,896.919,-85.046715,1126.641,0
52,7,949.3838,-85.04639,1343.3962,0
53,7,281.6875,-26.51691,1220.1542,0
54,7,471.42825,-42.040268,1201.7001,0
55,7,514.29236,0.65343,-246.3005,0
56,7,728.07385,-7.6293945E-06,-257.55014,0
57,7,812.82874,-7.6293945E-06,-387.06894,0
58,7,853.6436,-7.6293945E-06,-175.24738,0
59,7,1001.2369,-7.6293945E-06,-366.52234,0
60,7,1008.6204,-7.6293945E-06,-131.20459,0
61,8,776.17676,-7.6293945E-06,-278.09244,0
62,8,839.88275,0.06316811,-139.2481,0
63,8,931.8207,-7.6293945E-06,-327.53485,0
64,8,966.52954,-7.6293945E-06,-465.19867,0
65,8,1034.5215,-7.6293945E-06,-159.67267,0
66,8,-868.3801,-7.6293945E-06,-414.4849,0
67,8,-867.7853,-7.6293945E-06,-238.47229,0
68,8,-775.3611,-7.6293945E-06,-386.7132,0
69,8,-732.6632,-7.6293945E-06,-212.30913,0
70,8,-696.8279,-7.6293945E-06,-461.93066,0
71,8,-1564.2621,-7.6293945E-06,-184.11166,0
72,8,-1469.3085,-7.6293945E-06,-3.702363,0
73,8,-1391.999,-7.6293945E-06,-238.71292,0
74,8,-1358.0297,-7.6293945E-06,-127.70454,0
75,8,-1309.2878,-7.6293945E-06,0.30077744,0
76,8,-2172.359,-97.64734,168.13293,0
77,8,-2270.949,-97.647354,308.22665,0
78,8,-2175.7466,-97.64734,462.99792,0
79,8,-2043.3594,-97.64734,509.8855,0
80,8,-1948.8372,-97.64734,293.79843,0
81,8,-2056.349,-97.64734,372.37607,0
82,8,-1816.0497,-97.64734,445.7154,0
83,8,-927.177,-97.64734,223.6502,0
84,8,-864.1212,-97.647354,315.22775,0
85,8,-708.5071,-97.64734,198.86595,0
86,8,-679.4936,-97.64734,307.01135,0
87,8,-92.78125,-7.6293945E-06,746.5451,0
88,8,40.56792,-7.6293945E-06,816.26544,0
89,8,-73.38605,-7.79662E-06,905.685,0
90,8,-63.142227,-7.6293945E-06,983.3398,0
91,8,-3.7768211,-7.6293945E-06,1115.5994,0
92,8,781.7072,-85.04639,558.825,0
93,8,851.3292,-85.04639,672.2095,0
94,8,956.4114,-85.04639,614.45795,0
95,8,897.6662,-85.04639,467.17847,0
96,8,768.8282,-85.04646,1167.9619,0
97,8,872.93066,-85.0464,1323.39,0
98,8,711.74915,-85.04657,1255.9025,0
99,8,956.44446,-85.04655,1214.3923,0
100,8,-65.69229,-6.658545E-06,490.68442,0
101,8,7.4007044,-7.6293945E-06,324.2363,0
102,9,-14.387817,-7.6293945E-06,535.49274,0
103,9,4.8804626,-7.6293945E-06,668.02856,0
104,9,12.880484,-7.6293945E-06,868.9105,0
105,9,-14.060173,-7.6293945E-06,1044.5785,0
106,9,780.7488,-85.04656,1188.8494,0
107,9,910.0038,-85.04664,1224.4125,0
108,9,781.4344,-85.04639,437.94714,0
109,9,886.00305,-85.04639,542.5212,0
110,9,764.9126,-85.04639,643.11554,0
111,9,-1068.3049,-97.64731,729.6516,0
112,9,-982.1177,-97.64734,829.1317,0
113,9,-927.26196,-97.64734,717.28973,0
114,9,-722.8599,-97.64734,299.55453,0
115,9,-983.74976,-97.64734,273.58054,0
116,9,-653.82043,-97.64734,160.44566,0
117,9,-1966.7264,-97.64734,274.7805,0
118,9,-2258.6218,-97.64735,270.99927,0
119,9,-2156.3525,-97.64734,129.01819,0
120,9,-2127.2302,-97.64734,445.228,0
121,9,-1305.3202,-7.6293945E-06,-121.68472,0
122,9,-1546.2772,-7.6293945E-06,-123.85523,0
123,9,-1382.2109,-7.6293945E-06,-222.84828,0
124,9,-1409.657,-7.6293945E-06,-38.48234,0
125,9,-160.8476,-7.6293945E-06,709.34534,0
126,9,-162.38567,-1.0424096E-05,916.8053,0
127,9,-170.90344,0.0020682625,1405.484,0
128,9,37.201614,-7.6293945E-06,1408.6145,0
129,9,-111.05345,-7.6293945E-06,256.73334,0
130,9,74.08033,-7.6293945E-06,281.87183,0
131,9,-154.25499,-7.6293945E-06,389.13678,0
132,9,131.20595,-3.886089E-06,416.12305,0
133,7,-240.41472,0.13217758,-301.72507,0
134,10,20.79054,-7.6293945E-06,1662.7039,91
135,11,20.079636,-7.6293945E-06,1663.2875,0
136,12,11.030194,-95.33443,-1657.3323,-90
137,11,-1.1565261,-95.33443,-1655.7631,0
138,13,-630.3427,-97.64734,1201.2073,-90
139,14,824.8875,-85.04639,553.5542,0
140,15,-2140.8594,-97.64735,286.14597,0
141,16,659.8414,-85.04652,1061.7882,0
142,17,-993.26666,-97.642746,906.876,0
143,18,-48.035175,-7.6293945E-06,1213.6671,0
144,18,770.08234,-85.04648,1143.4597,0
145,18,417.42178,-42.040268,1222.6403,0
146,18,-115.84732,-8.805314E-06,919.86304,0
147,18,31.199646,-7.6293945E-06,568.1853,0
148,18,-12.573333,-7.6293945E-06,267.84348,0
149,18,-96.79644,-8.603565E-06,-132.72685,0
150,18,-161.37906,0.36898294,-416.13522,0
151,18,116.64294,1.1543698,-341.22458,0
152,18,729.5206,-7.6293945E-06,-245.21223,0
153,18,1027.3547,-7.6293945E-06,-119.43217,0
154,18,1032.1221,-7.6293945E-06,-401.13483,0
155,18,-626.6338,-97.64734,245.98979,0
156,18,-926.0125,-97.64734,250.13684,0
157,18,-1007.7414,-97.645935,761.97974,0
158,18,-614.364,-97.64735,1100.799,0
159,18,-635.2866,-97.64735,682.8745,0
160,18,-1216.354,-7.6293945E-06,-247.51543,0
161,18,-1608.9337,-7.6293945E-06,49.567833,0
162,18,-2089.0808,-97.64734,486.2547,0
163,18,-2008.6545,-97.64735,250.19296,0
164,18,-1511.1372,-7.6293945E-06,-264.25153,0
165,18,-796.9461,-7.6293945E-06,-418.31012,0
166,18,-54.333622,-95.33443,-1326.523,0
167,18,101.1675,-95.33443,-1159.1296,0
168,18,750.9271,-85.04639,644.94696,0
169,18,928.37354,-85.04639,512.1576,0
170,18,937.72363,-85.04639,1362.9646,0
171,18,426.82913,-50.280464,578.99615,0
172,18,-2221.3962,-97.64734,180.11424,0
173,18,-963.1907,-7.6293945E-06,-324.1196,0
174,19,8.835764,-4.513716E-06,-24.208357,0
