ClassID,GenType,NPCID,PosX,PosY,PosZ,Direction,AnchorRange,Name
1137,1035,0,-395.57727,107.2989,-4.0902557,0,0,
1138,1036,0,-722.2515,60.590233,-362.42053,0,0,
1139,1037,0,-884.5096,39.787334,-581.728,0,0,
1140,1038,0,-481.30472,394.41733,797.20935,0,0,
1141,1039,0,-101.35493,285.80518,668.69183,0,0,
1142,1040,0,-173.48682,204.04996,297.8663,0,0,
1143,1041,0,-523.4596,87.87063,-136.84622,0,0,
1144,1044,0,-634.3551,91.93999,-230.13527,0,0,
1145,1042,0,-437.66034,398.5093,572.384,-46,0,경고표지판
1146,1043,0,693,230,1458,0,0,
1150,1047,0,-367.54276,397.56467,596.7277,0,0,UnvisibleName
1151,1047,0,-499.8219,396.25687,828.264,0,0,UnvisibleName
1152,1047,0,-324.60208,355.32715,976.861,0,0,UnvisibleName
1153,1048,0,-188.50542,321.3675,809.8148,0,0,UnvisibleName
1154,1048,0,-46.276516,272.03616,572.5292,0,0,UnvisibleName
1155,1048,0,-193.3601,191.28827,255.95715,0,0,UnvisibleName
1156,1049,0,-492.28992,87.86881,-111.71841,0,0,UnvisibleName
1157,1049,0,-731.5801,60.70651,-390.53424,0,0,UnvisibleName
1158,1049,0,-769.6213,0.32525325,-717.2381,0,0,UnvisibleName
1159,1050,0,581.8846,262.42526,-53.928596,0,0,스타울리트 메이지
1160,1050,0,712.7681,261.15466,121.09995,0,0,스타울리트 메이지
1161,1050,0,497.81497,261.5753,252.36337,0,0,스타울리트 메이지
1162,1050,0,667.276,230.31357,1049.0894,0,0,스타울리트 메이지
1163,1050,0,953.7011,228.20247,918.8063,0,0,스타울리트 메이지
1164,1050,0,758.5448,231.18304,1238.8519,0,0,스타울리트 메이지
1165,1050,0,-460.31082,394.43243,742.7697,0,0,스타울리트 메이지
1166,1050,0,-661.1375,433.70364,235.27374,0,0,스타울리트 메이지
1167,1050,0,-591.3681,396.7706,509.03482,0,0,스타울리트 메이지
1168,1051,0,203.0057,-51.29989,-1106.1472,0,0,부베 얼음 마법사
1169,1051,0,556.6473,262.62628,-67.91645,0,0,부베 얼음 마법사
1170,1051,0,-646.57587,-50.45246,-556.39514,0,0,부베 얼음 마법사
1171,1051,0,-817.0719,2.3881104,-706.61505,0,0,부베 얼음 마법사
1172,1051,0,-568.4928,88.00237,-113.0224,0,0,부베 얼음 마법사
1175,1051,0,-224.07562,-50.276115,-490.8087,0,0,부베 얼음 마법사
1176,1052,0,556.5479,263.61075,115.57921,0,0,거대 박쥐
1177,1053,0,-1870,602,288,0,0,필드젠X
1178,1050,0,648.02716,231.97632,882.77075,0,0,스타울리트 메이지
1179,1050,0,557.02673,260.28152,-225.40778,0,0,스타울리트 메이지
1180,1050,0,-793.59064,394.5758,570.7559,0,0,스타울리트 메이지
1181,1050,0,-516.2969,425.08514,290.14365,0,0,스타울리트 메이지
1182,1051,0,710.0959,230.13171,1131.1138,0,0,부베 얼음 마법사
1183,1051,0,914.6113,229.86337,740.6014,0,0,부베 얼음 마법사
1184,1051,0,-671.98303,407.90778,382.25314,0,0,부베 얼음 마법사
1185,1051,0,-467.12244,406.0928,417.56006,0,0,부베 얼음 마법사
1186,1051,0,-471.6967,394.27954,724.46204,0,0,부베 얼음 마법사
1187,1051,0,-163.39023,320.3794,849.58984,0,0,부베 얼음 마법사
1188,1051,0,217.78745,264.6942,535.2691,0,0,부베 얼음 마법사
1189,1051,0,654.65576,262.79456,178.58281,0,0,부베 얼음 마법사
1190,1051,0,-1137.3793,463.27676,791.92,0,0,부베 얼음 마법사
1191,1051,0,-1622.6915,603.3601,649.6454,0,0,부베 얼음 마법사
1192,1054,0,667,229,1447,0,0,보물 상자 LV1
1193,30,0,-655,417,324,0,0,UnvisibleName
1194,1023,0,1025.2792,229.65773,766.24274,0,0,
1195,1023,0,1071.5046,224.2126,766.6145,0,0,
1196,1023,0,1078.2722,223.95331,816.4944,0,0,
1197,1023,0,1106.2621,224.1509,875.75775,0,0,
1198,1023,0,1087.1555,225.18428,923.7998,0,0,
1199,1023,0,1053.9939,225.86955,925.5813,0,0,
1200,1023,0,1034.4067,229.64215,1016.8232,0,0,
1201,1023,0,980.2552,229.84073,1015.264,0,0,
1202,1023,0,1019.047,228.30692,977.44824,0,0,
1203,1023,0,918.92566,229.6191,975.4405,0,0,
1204,1023,0,874.89105,229.46982,942.11633,0,0,
1205,1023,0,891.68884,229.52722,859.93646,0,0,
1206,1023,0,908.5609,229.5545,797.7948,0,0,
1207,1023,0,961.21436,229.729,756.2081,0,0,
1208,1023,0,873.6372,230.1942,771.929,0,0,
1209,1023,0,828.67017,230.09584,755.3754,0,0,
1210,1023,0,850.8842,230.04729,822.35205,0,0,
1211,1023,0,762.69434,229.81995,772.6623,0,0,
1212,1023,0,701.1564,230.63953,846.6937,0,0,
1213,1023,0,630.02924,230.41663,788.26135,0,0,
1214,1023,0,558.75305,230.35164,816.6548,0,0,
1215,1023,0,685.83105,230.54456,796.9232,0,0,
1216,1023,0,600.9075,232.59418,873.8407,0,0,
1217,1023,0,606.0572,233.14197,963.93835,0,0,
1218,1023,0,573.5182,230.20047,1051.5903,0,0,
1219,1023,0,591.45996,230.04529,1129.302,0,0,
1220,1023,0,642.86816,230.43063,1205.0867,0,0,
1221,1023,0,684.9565,230.86818,1309.4093,0,0,
1222,1023,0,743.8837,229.96156,1368.8088,0,0,
1223,1023,0,864.66846,231.32156,1234.5164,0,0,
1224,1023,0,818.0674,231.18549,1222.4177,0,0,
1225,1023,0,906.2563,231.06653,1148.2211,0,0,
1226,1023,0,859.0416,231.00711,1177.5988,0,0,
1227,1023,0,789.32794,230.84708,1167.6035,0,0,
1228,1023,0,705.3474,231.00696,1221.1865,0,0,
1229,1023,0,592.4294,230.02959,1188.8021,0,0,
1230,1023,0,659.65894,230.17342,1127.4531,0,0,
1231,1023,0,635.3444,231.87337,999.93854,0,0,
1232,1023,0,689.2412,231.64772,953.7489,0,0,
1233,1023,0,750.6614,230.51576,1002.0388,0,0,
1234,1023,0,765.3127,230.19704,958.9243,0,0,
1235,1023,0,812.39294,229.76393,1036.4146,0,0,
1236,1023,0,856.5069,229.586,992.9283,0,0,
1237,1023,0,854.9378,230.26765,1078.9797,0,0,
1238,1023,0,914.21497,230.12447,1046.3074,0,0,
1239,1023,0,609.5893,261.96313,-246.54962,0,0,
1240,1023,0,620.2579,260.69193,-191.63239,0,0,
1241,1023,0,680.23944,262.89374,-254.88365,0,0,
1242,1023,0,764.99207,260.13666,-218.0347,0,0,
1243,1023,0,703.48364,261.5577,-172.1095,0,0,
1244,1023,0,802.0806,259.9152,-168.00778,0,0,
1245,1023,0,501.3455,262.05893,-258.75122,0,0,
1246,1023,0,467.4717,262.33298,-194.393,0,0,
1247,1023,0,466.92416,263.3574,-114.57346,0,0,
1248,1023,0,459.9022,263.9655,-34.634678,0,0,
1249,1023,0,509.78433,263.37805,41.15662,0,0,
1250,1023,0,601.41504,262.46558,3.9885254,0,0,
1251,1023,0,668.5988,261.21265,-25.842127,0,0,
1252,1023,0,631.7754,261.88483,51.204727,0,0,
1253,1023,0,741.29486,261.17694,43.77088,0,0,
1254,1023,0,800.9222,260.46396,91.63241,0,0,
1255,1023,0,855.0921,260.00357,38.639225,0,0,
1256,1023,0,953.44446,260.3424,-71.15471,0,0,
1257,1023,0,873.2292,259.93246,-143.87657,0,0,
1258,1023,0,478.81992,263.05344,107.14063,0,0,
1259,1023,0,487.45828,261.3436,184.1847,0,0,
1260,1023,0,589.3786,262.67365,229.77135,0,0,
1261,1023,0,522.02466,260.38452,317.02023,0,0,
1262,1023,0,584.3444,263.14896,171.80768,0,0,
1263,1023,0,643.61444,261.6896,92.54295,0,0,
1264,1023,0,164.0225,-51.331974,-1177.0247,0,0,
1265,1023,0,103.80621,-51.169773,-1122.2566,0,0,
1266,1023,0,89.94356,-50.944874,-1001.2899,0,0,
1267,1023,0,40.248207,-51.091778,-916.57135,0,0,
1268,1023,0,136.63042,-50.234417,-817.3124,0,0,
1269,1023,0,250.35829,-51.151096,-960.98364,0,0,
1270,1023,0,246.33662,-51.175545,-1031.476,0,0,
1271,1023,0,130.16722,-50.73143,-891.1173,0,0,
1272,1023,0,185.5442,-51.10042,-992.83856,0,0,
1273,1023,0,212.50818,-50.285904,-896.16144,0,0,
1274,1023,0,132.07495,-50.4876,-954.9884,0,0,
1275,1023,0,47.29944,-50.748783,-980.367,0,0,
1276,1023,0,76.45036,-51.084255,-1053.5702,0,0,
1277,1023,0,142.03125,-51.092323,-1031.0817,0,0,
1278,1023,0,91.68526,-51.36366,-1208.9094,0,0,
1279,1023,0,158.25502,-51.276184,-1114.9777,0,0,
1280,1023,0,194.7859,-51.322277,-1242.8914,0,0,
1281,1023,0,267.56006,-51.176895,-1244.4081,0,0,
1282,1023,0,325.47,-51.29971,-1240.861,0,0,
1283,1023,0,390.0652,-51.145287,-1252.7631,0,0,
1284,1023,0,478.9541,-51.061073,-1245.9243,0,0,
1285,1023,0,502.12057,-50.80924,-1283.6011,0,0,
1286,1023,0,524.8516,-51.024654,-1207.7968,0,0,
1287,1023,0,449.82642,-47.67653,-1201.1377,0,0,
1288,1023,0,393.29205,-46.26117,-1183.2144,0,0,
1289,1023,0,343.10135,-49.82407,-1129.07,0,0,
1290,1023,0,306.46234,-51.18974,-1059.8109,0,0,
1291,1023,0,298.76807,-51.16637,-991.92163,0,0,
1292,1023,0,360.9561,-51.246235,-984.35333,0,0,
1293,1023,0,372.4526,-51.27108,-1036.746,0,0,
1294,1023,0,447.69464,-50.589954,-998.567,0,0,
1295,1023,0,433.30453,-47.716652,-1067.3353,0,0,
1296,1023,0,421.83093,-44.754906,-1134.4829,0,0,
1297,1023,0,519.3585,-47.6973,-1082.9202,0,0,
1298,1023,0,495.44214,-49.960785,-1152.444,0,0,
1299,1023,0,-223.48643,-50.27617,-552.3592,0,0,
1300,1023,0,-268.4308,-50.36379,-555.7086,0,0,
1301,1023,0,-321.12292,-46.8551,-577.25195,0,0,
1302,1023,0,-272.82,-50.37895,-501.72806,0,0,
1303,1023,0,-259.7625,-50.35822,-423.6191,0,0,
1304,1023,0,-310.8561,-50.91411,-385.7312,0,0,
1305,1023,0,-341.21344,-50.22397,-332.67188,0,0,
1306,1023,0,-381.2995,-49.849873,-335.89526,0,0,
1307,1023,0,-331.80228,-50.524914,-415.49423,0,0,
1308,1023,0,-318.84814,-50.489532,-474.33618,0,0,
1309,1023,0,-347.15756,-47.83695,-521.28534,0,0,
1310,1023,0,-376.58624,-47.003994,-573.7769,0,0,
1311,1023,0,-429.48325,-47.689556,-589.51697,0,0,
1312,1023,0,-453.12726,-48.20558,-529.3917,0,0,
1313,1023,0,-396.84662,-47.96518,-518.2275,0,0,
1314,1023,0,-349.66022,-50.564857,-442.7921,0,0,
1315,1023,0,-395.43213,-49.156338,-451.93295,0,0,
1316,1023,0,-409.58527,-50.501434,-389.13904,0,0,
1317,1023,0,-448.36234,-50.339947,-387.4963,0,0,
1318,1023,0,-480.33975,-49.68545,-427.97513,0,0,
1319,1023,0,-427.10608,-48.727764,-475.5462,0,0,
1320,1023,0,-522.0448,-49.977013,-496.82797,0,0,
1321,1023,0,-491.93143,-49.319324,-559.6472,0,0,
1322,1023,0,-581.8528,-50.159355,-525.56793,0,0,
1323,1023,0,-549.86365,-49.609707,-587.6017,0,0,
1324,1023,0,-596.7686,-49.69118,-598.96674,0,0,
1325,1023,0,-608.9944,-49.758472,-638.4793,0,0,
1326,1023,0,-673.6548,-50.481552,-584.2384,0,0,
1327,1023,0,-723.5261,-48.237103,-566.50494,0,0,
1328,1023,0,-551.3947,-50.34949,-456.1656,0,0,
1329,1023,0,-695.62555,-11.588046,-707.3615,0,0,
1330,1023,0,-737.6372,-7.3947806,-716.4307,0,0,
1331,1023,0,-760.55664,2.9565027,-673.3271,0,0,
1332,1023,0,-814.03107,3.216617,-654.5981,0,0,
1333,1023,0,-874.63513,1.8533751,-690.32886,0,0,
1334,1023,0,-845.9818,2.1567588,-731.5211,0,0,
1335,1023,0,-781.5985,0.22698134,-735.006,0,0,
1336,1023,0,-792.4978,3.7474368,-688.4482,0,0,
1337,1023,0,-650.3767,-44.200256,-671.364,0,0,
1338,1023,0,-470.0286,-48.828648,-480.88263,0,0,
1339,1023,0,-510.5634,87.79754,-168.22903,0,0,
1340,1023,0,-573.6653,87.77409,-202.14178,0,0,
1341,1023,0,-633.6377,95.07402,-219.61914,0,0,
1342,1023,0,-503.69495,87.87916,-115.59154,0,0,
1343,1023,0,-457.8276,87.6917,-180.19127,0,0,
1344,1023,0,-438.0643,88.08115,-98.807526,0,0,
1345,1023,0,-500.2603,91.10862,-43.194897,0,0,
1346,1023,0,-542.2074,88.09517,-65.683685,0,0,
1347,1023,0,-472.01215,96.49814,-6.761305,0,0,
1348,1023,0,-400.9478,99.31488,-36.89781,0,0,
1349,1023,0,-2.4540482,273.80444,599.85114,0,0,
1350,1023,0,-33.87696,271.41626,567.7461,0,0,
1351,1023,0,62.884953,272.45535,617.51483,0,0,
1352,1023,0,64.09231,273.99524,567.221,0,0,
1353,1023,0,135.2448,268.87637,628.5844,0,0,
1354,1023,0,127.47316,269.021,542.9642,0,0,
1355,1023,0,174.13748,268.29236,591.7335,0,0,
1356,1023,0,247.48442,264.31918,586.9903,0,0,
1357,1023,0,283.28513,262.8104,514.71155,0,0,
1358,1023,0,331.39716,261.70895,581.96497,0,0,
1359,1023,0,405.98965,260.2959,567.89935,0,0,
1360,1023,0,341.17316,261.70276,494.10156,0,0,
1361,1023,0,400.84308,260.39017,457.02042,0,0,
1362,1023,0,446.24994,260.03748,485.14627,0,0,
1363,1023,0,453.36615,260.44974,422.74985,0,0,
1364,1023,0,-183.22879,320.3852,812.6456,0,0,
1365,1023,0,-209.75467,323.13327,791.6586,0,0,
1366,1023,0,-243.79285,337.70102,846.45544,0,0,
1367,1023,0,-247.3295,343.76242,943.32306,0,0,
1368,1023,0,-210.33527,332.83463,871.094,0,0,
1369,1023,0,-272.0965,343.63803,908.23004,0,0,
1370,1023,0,-315.11926,354.396,978.3562,0,0,
1371,1023,0,-136.00172,311.96964,797.4534,0,0,
1372,1023,0,-164.94678,311.0739,758.1426,0,0,
1373,1023,0,-306.53256,348.87378,933.3443,0,0,
1374,1023,0,-381.26913,394.55515,700.90674,0,0,
1375,1023,0,-342.91595,397.07135,613.17914,0,0,
1376,1023,0,-335.80862,399.95218,549.2157,0,0,
1377,1023,0,-379.83582,396.3534,620.76764,0,0,
1378,1023,0,-435.38528,394.5568,785.12445,0,0,
1379,1023,0,-416.3342,394.97046,683.0149,0,0,
1380,1023,0,-486.78955,395.65698,826.4505,0,0,
1381,1023,0,-521.0188,394.29425,809.74115,0,0,
1382,1023,0,-401.74115,398.62457,572.85895,0,0,
1383,1023,0,-369.11533,399.6834,528.1893,0,0,
1384,1023,0,-507.83627,409.54355,402.316,0,0,
1385,1023,0,-488.23126,414.85907,357.87494,0,0,
1386,1023,0,-443.78415,431.36374,260.23126,0,0,
1387,1023,0,-491.36545,444.972,192.56781,0,0,
1388,1023,0,-539.75275,450.00916,157.19312,0,0,
1389,1023,0,-604.23865,448.72452,150.11394,0,0,
1390,1023,0,-653.12915,449.4054,136.54877,0,0,
1391,1023,0,-700.2221,444.6275,164.81827,0,0,
1392,1023,0,-766.1562,431.37335,237.19559,0,0,
1393,1023,0,-821.4661,408.45767,349.49774,0,0,
1394,1023,0,-809.3898,398.62915,406.0225,0,0,
1395,1023,0,-758.5176,395.5937,509.80362,0,0,
1396,1023,0,-697.33514,394.9413,569.07007,0,0,
1397,1023,0,-748.25055,394.37457,631.6526,0,0,
1398,1023,0,-808.083,395.824,654.49274,0,0,
1399,1023,0,-792.08984,395.4072,508.00955,0,0,
1400,1023,0,-764.2661,396.94867,445.41122,0,0,
1401,1023,0,-728.9301,409.68704,370.77658,0,0,
1402,1023,0,-748.42944,417.723,306.1404,0,0,
1403,1023,0,-696.1564,421.87274,294.83923,0,0,
1404,1023,0,-641.8108,440.5593,191.16109,0,0,
1405,1023,0,-583.5471,438.4481,215.109,0,0,
1406,1023,0,-541.31445,432.8355,246.40123,0,0,
1407,1023,0,-590.1366,424.414,289.08224,0,0,
1408,1023,0,-597.2308,406.4448,400.31522,0,0,
1409,1023,0,-554.1103,404.40558,434.50342,0,0,
1410,1023,0,-558.6484,414.6348,346.87607,0,0,
1411,1023,0,-685.5593,396.89563,472.27097,0,0,
1412,1023,0,-496.11063,399.34348,509.1022,0,0,
1413,1023,0,-532.85016,399.30014,483.67578,0,0,
1414,1023,0,-1078.708,444.45474,782.0621,0,0,
1415,1023,0,-1108.0944,460.93823,845.3965,0,0,
1416,1023,0,-1212.4846,485.74994,871.6854,0,0,
1417,1023,0,-1303.7585,502.79474,831.34235,0,0,
1418,1023,0,-1257.4382,490.33588,838.0924,0,0,
1419,1023,0,-1363.2037,535.9513,756.15283,0,0,
1420,1023,0,-1358.9915,522.62415,827.2835,0,0,
1421,1023,0,-1318.1667,500.9881,894.9668,0,0,
1422,1023,0,-1242.0096,485.01294,952.5597,0,0,
1423,1023,0,-1151.4581,482.62878,915.4378,0,0,
1424,1023,0,-1062.0804,448.45453,865.3455,0,0,
1425,1023,0,-994.2605,427.6381,782.4506,0,0,
1426,1023,0,-1029.1506,425.2821,721.697,0,0,
1427,1023,0,-1589.5499,602.74695,699.1729,0,0,
1428,1023,0,-1622.6725,604.57367,701.0773,0,0,
1429,1023,0,-1664.3252,603.4608,685.45636,0,0,
1430,1023,0,-1670.2639,605.8145,599.11053,0,0,
1431,1023,0,-1730.2543,604.73376,609.0539,0,0,
1432,1023,0,-1760.4749,602.8769,684.0045,0,0,
1433,1023,0,-1699.8649,604.08295,725.2407,0,0,
1434,1023,0,-1706.8282,603.25867,656.12036,0,0,
1435,1023,0,-1822.2081,602.95435,644.2518,0,0,
1436,1023,0,-1781.0754,603.27673,601.857,0,0,
1437,1023,0,-1717.3911,604.6453,548.226,0,0,
1438,1023,0,-1791.8239,603.6359,553.7099,0,0,
