ClassID,GenType,NPCID,PosX,PosY,PosZ,Direction,AnchorRange,Name
1296,135,0,4700.969,333.7023,-21.137413,0,0,
1297,135,0,4717.6255,333.7023,-90.36853,0,0,
1298,135,0,4734.2583,333.7023,-156.81065,0,0,
1299,135,0,4669.262,333.7023,-185.68292,0,0,
1300,135,0,4651.8887,333.7023,-242.32996,0,0,
1301,135,0,4716.4478,333.7023,-244.30591,0,0,
1302,135,0,4731.116,333.7023,-199.20743,0,0,
1303,135,0,4789.363,333.7023,-234.52174,0,0,
1304,135,0,4808.039,333.7023,-134.52686,0,0,
1305,135,0,4852.505,333.7023,-188.88332,0,0,
1306,135,0,4855.1997,333.7023,-241.31198,0,0,
1307,135,0,4452.437,333.7023,-299.6112,0,0,
1308,135,0,4396.9917,333.7023,-267.52505,0,0,
1309,135,0,4348.4497,333.7023,-273.7071,0,0,
1310,135,0,3258.508,332.8721,1053.3032,0,0,
1311,135,0,3218.8074,332.8721,1091.5143,0,0,
1312,135,0,3303.0315,332.8721,1128.3326,0,0,
1313,135,0,3337.4268,332.8721,1080.2406,0,0,
1314,135,0,3268.5923,332.8721,1140.4485,0,0,
1315,135,0,3244.3005,332.8721,1237.5461,0,0,
1316,135,0,3202.7852,332.8721,1282.9434,0,0,
1317,135,0,3199.5266,332.8721,1170.7412,0,0,
1318,135,0,3139.3743,332.8721,1094.7449,0,0,
1319,135,0,3107.3218,332.8721,1033.6654,0,0,
1320,135,0,3092.313,332.8721,990.1165,0,0,
1321,135,0,3047.9285,332.8721,995.45184,0,0,
1322,135,0,2957.3188,332.8721,990.82025,0,0,
1323,135,0,2909.2607,332.8721,1035.1317,0,0,
1324,135,0,2906.7124,332.8721,1109.1333,0,0,
1325,135,0,2958.8523,332.8721,1161.9689,0,0,
1326,135,0,3050.3157,332.8721,1124.884,0,0,
1327,135,0,3027.3713,332.8721,1212.2203,0,0,
1328,135,0,3059.35,332.8721,1286.3696,0,0,
1329,135,0,3111.0266,332.8721,1221.0544,0,0,
1330,135,0,2923.0186,332.8721,1198.4404,0,0,
1331,135,0,2842.4854,341.94992,1189.9274,0,0,
1332,135,0,2859.1738,339.48972,1247.4596,0,0,
1333,135,0,2955.429,332.8721,1240.9232,0,0,
1334,135,0,3009.2593,332.8721,1321.675,0,0,
1335,135,0,2299.879,418.86343,1289.1123,0,0,
1336,135,0,2260.3918,418.86343,1371.9656,0,0,
1337,135,0,2186.4226,418.86343,1446.6794,0,0,
1338,135,0,2304.4214,418.86343,1419.6324,0,0,
1339,135,0,2351.2793,418.86343,1415.6866,0,0,
1340,135,0,2366.7026,418.86343,1349.2991,0,0,
1341,135,0,2319.4097,418.86343,1352.2148,0,0,
1342,135,0,2249.8542,418.86343,1308.8976,0,0,
1343,135,0,2215.2275,418.86343,1281.0889,0,0,
1344,135,0,2136.496,418.86343,1311.6167,0,0,
1345,135,0,2064.245,418.86343,1332.4113,0,0,
1346,135,0,2089.873,418.86343,1372.1296,0,0,
1347,135,0,2304.8938,418.86343,1482.157,0,0,
1348,135,0,2381.9067,418.86343,1470.41,0,0,
1349,135,0,2420.4026,418.86343,1409.7173,0,0,
1350,135,0,1866.9366,418.86343,1335.1791,0,0,
1351,135,0,1834.9094,418.86343,1374.1731,0,0,
1352,135,0,1909.8344,418.86343,1356.6512,0,0,
1353,135,0,1958.8711,418.86343,1387.7063,0,0,
1354,135,0,1833.9541,418.86343,1302.5461,0,0,
1355,135,0,1725.2246,418.86343,1236.0681,0,0,
1356,135,0,1621.2833,418.86343,1150.6254,0,0,
1357,135,0,1712.4506,418.86343,1085.9448,0,0,
1358,135,0,1624.2347,418.86343,1094.1725,0,0,
1359,135,0,1573.5576,418.86343,1109.17,0,0,
1360,135,0,1586.989,418.86343,1004.7706,0,0,
1361,135,0,1494.979,418.86343,1001.3884,0,0,
1362,135,0,1444.7732,418.86343,989.3006,0,0,
1363,135,0,1358.2561,418.86343,1005.3121,0,0,
1364,135,0,1326.4436,418.86343,1088.1273,0,0,
1365,135,0,1367.5923,418.86343,1145.0465,0,0,
1366,135,0,1422.6587,418.86343,1100.7068,0,0,
1367,135,0,1490.7069,418.86343,1074.781,0,0,
1368,135,0,1505.0914,418.86343,1131.0342,0,0,
1369,135,0,1454.0226,418.86343,1196.6172,0,0,
1370,135,0,1397.7937,418.86343,1245.5983,0,0,
1371,135,0,1363.556,418.86343,1248.1389,0,0,
1372,135,0,1379.4314,418.86343,1313.927,0,0,
1373,135,0,1456.4468,418.86343,1252.9526,0,0,
1374,135,0,1539.8142,418.86343,1172.7213,0,0,
1375,135,0,1592.8864,418.86343,1144.7158,0,0,
1376,135,0,1602.3013,418.86343,1203.3315,0,0,
1377,135,0,1493.9194,418.86343,1247.3896,0,0,
1378,135,0,1551.5005,418.86343,1302.7585,0,0,
1379,135,0,1488.7444,418.86343,1369.1306,0,0,
1380,135,0,1564.2083,418.86343,1361.6804,0,0,
1381,135,0,1626.2815,418.86343,1302.2817,0,0,
1382,135,0,1737.4478,418.86343,1308.0946,0,0,
1383,135,0,1758.3059,418.86343,1255.6199,0,0,
1384,135,0,1675.5516,418.86343,1120.4321,0,0,
1385,135,0,946.9759,332.87216,968.4092,0,0,
1386,135,0,1028.6097,334.06458,989.7597,0,0,
1387,135,0,907.30646,332.87216,1050.7302,0,0,
1388,135,0,881.7877,332.87216,1019.4297,0,0,
1389,135,0,952.1032,332.87216,1007.2305,0,0,
1390,135,0,988.78516,332.87216,925.88043,0,0,
1391,135,0,986.736,332.87216,864.4274,0,0,
1392,135,0,926.17615,332.87216,922.26465,0,0,
1393,135,0,891.59,332.87216,901.0403,0,0,
1394,135,0,827.8315,332.87216,899.5118,0,0,
1395,135,0,801.2752,332.87216,925.7943,0,0,
1396,135,0,806.3192,332.87216,871.3868,0,0,
1397,135,0,856.4184,332.87216,836.79193,0,0,
1398,135,0,876.6552,332.87216,787.25433,0,0,
1399,135,0,908.2703,332.87216,764.0287,0,0,
1400,135,0,935.1554,332.87216,813.65247,0,0,
1401,135,0,946.3986,332.87216,889.0175,0,0,
1402,135,0,883.23315,332.87216,976.44073,0,0,
1403,135,0,841.81726,332.87216,1010.7573,0,0,
1404,135,0,941.49347,332.87216,1088.8671,0,0,
1405,135,0,844.39923,332.86813,394.60876,0,0,
1406,135,0,840.418,348.8093,331.5488,0,0,
1407,135,0,879.4939,332.87192,458.1122,0,0,
1408,135,0,788.7532,345.5892,311.1461,0,0,
1409,135,0,817.3561,332.86108,280.16977,0,0,
1410,135,0,790.3737,332.86108,204.32745,0,0,
1411,135,0,755.2836,332.86108,253.96228,0,0,
1412,135,0,653.68445,332.86108,221.67587,0,0,
1413,135,0,579.45056,341.7663,220.48999,0,0,
1414,135,0,654.3917,345.46997,306.5256,0,0,
1415,135,0,638.06885,332.86108,86.063446,0,0,
1416,135,0,655.1519,332.86108,45.280514,0,0,
1417,135,0,599.4095,348.3569,31.538092,0,0,
1418,135,0,660.91956,351.01288,-34.779724,0,0,
1419,135,0,715.7918,341.90256,-54.9518,0,0,
