ClassID,GenType,PosX,PosY,PosZ,Direction,NPCID,AnchorRange,Name
1844,843,42.253654,489.1648,-901.32635,0,0,0,누덕고치
1845,844,3049,491,-816,90,0,0,은둔자의 통로
1846,845,1241,438,-1506,180,0,0,드바시아 고개
1847,846,-182.27774,489.04865,-1890.3215,0,0,0,푸른 프라가라스
1864,850,-208.67189,489.0487,-1690.5369,0,0,0,메로그 독침술사
1866,850,-190.83783,489.0487,-2164.1843,0,0,0,메로그 독침술사
1867,850,-195.33116,489.0487,-1144.1515,0,0,0,메로그 독침술사
1868,850,-386.72482,489.0487,-865.4883,0,0,0,메로그 독침술사
1869,850,-153.498,489.04874,-651.6607,0,0,0,메로그 독침술사
1871,850,-10.196129,489.0487,-862.2836,0,0,0,메로그 독침술사
1874,850,-468.89957,489.0487,-1950.7638,0,0,0,메로그 독침술사
1878,850,86.35812,489.0487,-1973.7078,0,0,0,메로그 독침술사
1879,851,-732.61383,490.2488,-1851.0187,0,0,0,
1880,852,-98.84291,548.7081,-260.2638,0,0,0,
1881,853,-428.98636,542.50104,647.1365,0,0,0,
1882,854,-1223.1824,557.6079,602.5321,0,0,0,
1883,855,2163.389,449.99887,-1415.4398,0,0,0,
1884,856,2315.642,490.14926,58.2023,0,0,0,
1885,857,2526.6824,488.9384,734.73505,0,0,0,
1886,858,-59.48851,558.973,351.32922,0,0,0,
1887,859,-813.3397,517.9268,960.9757,0,0,0,
1888,860,1334.5028,438.515,-1444.3865,0,0,0,
1890,862,-1343,583.26,232,-14,0,0,
1891,863,-16.84,558.99,314.33,-14,0,0,
1892,864,-812.92,517.96,966.12,-14,0,0,
1893,3,525.1425,490.2488,-1965.9109,0,0,0,
1894,842,-1080.4965,517.90125,927.456,0,0,0,메로그 주술사
1895,842,-886.05566,518.3019,1167.2539,0,0,0,메로그 주술사
1896,842,-800.0285,517.79315,836.09216,0,0,0,메로그 주술사
1897,842,-684.4464,518.3019,1043.612,0,0,0,메로그 주술사
1898,842,-1154.3866,583.2607,-223.1337,0,0,0,메로그 주술사
1899,842,-296.3811,559.2428,430.92963,0,0,0,메로그 주술사
1900,842,148.8252,559.0676,37.499092,0,0,0,메로그 주술사
1901,842,-132.39743,560.5934,58.478962,0,0,0,메로그 주술사
1902,865,580.54,490.35,-2066.05,0,0,0,보물 상자 LV3
1903,866,1751.2032,433.4252,-1363.1144,0,0,0,
1904,867,-911,522,1739,100,0,0,
1905,868,-1493.2675,602.49207,-1896.596,0,0,0,
1906,868,-912.51874,521.516,1664.604,0,0,0,
1907,868,2571.9885,488.9932,1000.7794,0,0,0,
1908,868,1317.552,439.40524,-1519.6005,0,0,0,
1909,868,3034.043,491.6372,-876.2472,0,0,0,
1910,308,-365.951,489.0487,-1128.9451,0,0,0,그롤
1911,308,-198.99951,489.0487,-1115.75,0,0,0,그롤
1912,308,-425.74033,489.0487,-934.98016,0,0,0,그롤
1913,308,-317.79337,489.0487,-822.13654,0,0,0,그롤
1914,308,-438.21957,489.04874,-719.69116,0,0,0,그롤
1915,308,-271.2142,489.04877,-616.1755,0,0,0,그롤
1916,308,-131.13513,489.0487,-739.10394,0,0,0,그롤
1917,308,0.4013092,489.0487,-886.9475,0,0,0,그롤
1918,308,34.82348,489.0487,-1054.5504,0,0,0,그롤
1919,842,-1281.1378,583.2606,-332.48297,0,0,0,메로그 주술사
1920,842,-1306.1577,583.2607,-188.25827,0,0,0,메로그 주술사
1921,842,-858.9387,518.29565,1014.0543,0,0,0,메로그 주술사
1922,842,-397.04193,559.2428,215.40244,0,0,0,메로그 주술사
1923,842,-79.37619,559.2197,365.2069,0,0,0,메로그 주술사
1924,842,-245.89067,558.5079,-74.62857,0,0,0,메로그 주술사
1925,842,-987.39417,583.2605,-336.50885,0,0,0,메로그 주술사
1926,842,-9.220268,559.1983,-106.17214,0,0,0,메로그 주술사
1927,846,-376.73267,489.04874,-2266.755,0,0,0,푸른 프라가라스
1928,846,-434.86047,489.0487,-2102.3577,0,0,0,푸른 프라가라스
1929,846,-382.45416,489.04874,-1716.8921,0,0,0,푸른 프라가라스
1930,846,-201.94759,490.2487,-1459.5665,0,0,0,푸른 프라가라스
1931,846,-158.51485,489.04874,-1718.0671,0,0,0,푸른 프라가라스
1932,846,-120.64085,489.04868,-2201.631,0,0,0,푸른 프라가라스
1933,846,-4.2262325,489.0487,-2011.579,0,0,0,푸른 프라가라스
1934,846,191.75476,490.2488,-1925.8851,0,0,0,푸른 프라가라스
1935,846,213.22035,490.05057,-1984.4396,0,0,0,푸른 프라가라스
1936,846,267.07175,490.2488,-1896.7009,0,0,0,푸른 프라가라스
1937,846,284.7085,490.2488,-2008.9711,0,0,0,푸른 프라가라스
1938,846,262.76816,490.2488,-1962.7517,0,0,0,푸른 프라가라스
1939,846,-212.49712,490.2487,-1512.8048,0,0,0,푸른 프라가라스
1940,846,-64.29135,490.2487,-1547.5613,0,0,0,푸른 프라가라스
1941,846,-129.52179,490.2487,-1459.6781,0,0,0,푸른 프라가라스
1942,846,-142.42245,490.24866,-1518.574,0,0,0,푸른 프라가라스
1943,850,-208.6002,489.04865,-1911.3844,0,0,0,메로그 독침술사
1944,850,-524.14087,489.0487,-2221.6243,0,0,0,메로그 독침술사
1945,850,-177.7014,489.0487,-894.01483,0,0,0,메로그 독침술사
1946,850,-799.9732,531.8873,-633.8509,0,0,0,메로그 독침술사
1947,850,-671.59283,515.0549,-619.0674,0,0,0,메로그 독침술사
1948,850,-183.9338,515.43195,-414.18048,0,0,0,메로그 독침술사
1949,850,-120.92466,537.6403,-313.5189,0,0,0,메로그 독침술사
1950,843,1448.5906,435.36026,-1466.4081,0,0,0,누덕고치
1951,843,1503.8695,433.4252,-1209.5327,0,0,0,누덕고치
1952,843,1237.608,418.1357,-1062.9756,0,0,0,누덕고치
1953,843,1174.7831,416.6579,-1123.8297,0,0,0,누덕고치
1954,843,1127.1875,414.6107,-1032.0615,0,0,0,누덕고치
1955,843,1101.3873,414.61066,-1112.9727,0,0,0,누덕고치
1956,843,1288.8704,425.84924,-1154.5287,0,0,0,누덕고치
1957,843,1261.219,424.4707,-1180.3867,0,0,0,누덕고치
1958,843,-1041.8137,583.2605,-298.75113,0,0,0,누덕고치
1959,843,-878.7924,520.3841,883.7706,0,0,0,누덕고치
1960,843,-154.95773,559.7295,215.71078,0,0,0,누덕고치
1961,843,-439.72342,489.0487,-1004.3073,0,0,0,누덕고치
1962,843,0.26290703,489.0487,-1090.9482,0,0,0,누덕고치
1963,843,-235.69112,489.0487,-712.2116,0,0,0,누덕고치
1964,843,-824.64,547.11273,-522.2519,0,0,0,누덕고치
1965,843,-1393.2865,583.2607,-110.72148,0,0,0,누덕고치
1966,843,-1401.3538,583.2607,319.94763,0,0,0,누덕고치
1967,843,-1103.3369,517.4523,854.97015,0,0,0,누덕고치
1968,843,-1018.234,518.3019,1190.0647,0,0,0,누덕고치
1969,843,-702.91595,518.3019,1053.3591,0,0,0,누덕고치
1970,843,-265.98734,559.21625,179.02951,0,0,0,누덕고치
1971,843,-426.14474,559.237,68.426346,0,0,0,누덕고치
1972,843,-139.3451,559.2428,422.0606,0,0,0,누덕고치
1973,843,94.16034,559.4448,-65.96461,0,0,0,누덕고치
1974,843,-269.82034,489.0487,-1206.632,0,0,0,누덕고치
1975,700,656.34,490.35,-1853.62,-135,0,0,
1976,869,-81.175415,560.8685,79.36737,0,0,0,
1977,308,-943.72046,490.2488,-1900.5898,0,0,0,
1978,308,-993.28467,490.2488,-1990.2437,0,0,0,
1979,308,-1035.5353,495.36023,-1994.1694,0,0,0,
1980,308,-1087.9575,529.9341,-1975.1257,0,0,0,
1981,308,-1035.3959,507.57898,-1947.4272,0,0,0,
1982,308,-995.5894,490.2488,-1864.8284,0,0,0,
1983,308,-954.0628,490.2488,-1851.6565,0,0,0,
1984,308,-902.00073,490.2488,-1862.3713,0,0,0,
1985,308,-894.5166,490.2488,-1927.2927,0,0,0,
1986,308,-939.9221,490.2488,-1966.1826,0,0,0,
1987,308,-843.3714,490.2488,-1889.0155,0,0,0,
1988,308,-836.6593,490.2488,-1847.0023,0,0,0,
1989,308,-797.9066,490.2488,-1865.3492,0,0,0,
1990,308,-772.29285,490.2488,-1915.5676,0,0,0,
1991,308,-738.26117,490.2488,-1958.4185,0,0,0,
1992,308,-1125.3218,560.4574,-1967.4188,0,0,0,
1993,308,-1146.4799,579.8491,-1944.258,0,0,0,
1994,308,-977.2613,490.2488,-1910.4685,0,0,0,
1995,308,-453.39856,489.04868,-2263.178,0,0,0,
1996,308,-463.29037,489.0487,-2182.107,0,0,0,
1997,308,-391.4856,489.0487,-2182.1204,0,0,0,
1998,308,-412.84213,489.04874,-2233.4805,0,0,0,
1999,308,-396.74557,489.0487,-2352.146,0,0,0,
2000,308,-297.78732,489.0487,-2328.5247,0,0,0,
2001,308,-287.19873,489.0487,-2253.0046,0,0,0,
2002,308,-287.08853,489.0487,-2198.2432,0,0,0,
2003,308,-349.96082,489.0487,-2125.7173,0,0,0,
2004,308,-336.70575,489.0487,-2062.1763,0,0,0,
2005,308,-342.91644,489.0487,-2220.7056,0,0,0,
2006,308,-414.0028,489.0487,-2041.9814,0,0,0,
2007,308,-464.3327,489.0487,-2039.3191,0,0,0,
2008,308,-511.0947,489.0487,-1877.7108,0,0,0,
2009,308,-559.75604,489.0487,-1846.1654,0,0,0,
2010,308,-551.095,489.0487,-1738.5455,0,0,0,
2011,308,-478.10785,489.22052,-1681.7202,0,0,0,
2012,308,-434.28418,489.57535,-1621.0396,0,0,0,
2013,308,-346.02197,490.1442,-1624.4108,0,0,0,
2014,308,-261.41113,490.4459,-1649.2504,0,0,0,
2015,308,-280.33014,489.4921,-1744.0778,0,0,0,
2016,308,-376.543,489.07886,-1768.6492,0,0,0,
2017,308,-435.185,489.25543,-1699.9497,0,0,0,
2018,308,-478.0761,489.0487,-1831.6152,0,0,0,
2019,308,-411.82584,489.04877,-1865.6638,0,0,0,
2020,308,-471.7013,489.04874,-1757.6606,0,0,0,
2021,308,-391.16135,489.0487,-1991.5963,0,0,0,
2022,308,-310.69736,489.0487,-1911.4841,0,0,0,
2023,308,-242.47244,489.19934,-1811.1844,0,0,0,
2024,308,-151.20694,489.67258,-1806.136,0,0,0,
2025,308,-54.31582,489.74698,-1784.2294,0,0,0,
2026,308,-44.435574,489.0487,-1990.0673,0,0,0,
2027,308,-105.84413,489.7332,-1887.6824,0,0,0,
2028,308,16.558279,489.0487,-1910.9344,0,0,0,
2029,308,86.45276,489.0487,-1917.3949,0,0,0,
2030,308,180.70723,489.0487,-2044.885,0,0,0,
2031,308,75.66794,489.0487,-2138.639,0,0,0,
2032,308,-30.411016,489.0487,-2165.8245,0,0,0,
2033,308,-64.82248,489.0487,-2230.0156,0,0,0,
2034,308,-173.47128,489.0487,-2119.0142,0,0,0,
2035,308,-286.39532,489.0487,-2121.7324,0,0,0,
2036,308,-189.53287,489.0487,-2260.1104,0,0,0,
2037,308,-227.03714,489.04874,-2163.7727,0,0,0,
2038,308,-190.33403,489.04868,-2060.872,0,0,0,
2039,308,-255.50673,489.04874,-2048.053,0,0,0,
2040,308,-273.5154,489.0487,-1987.7177,0,0,0,
2041,308,-189.10144,489.11307,-1977.7046,0,0,0,
2042,308,-131.46881,489.36386,-1993.9689,0,0,0,
2043,308,-91.888885,489.04868,-2066.3313,0,0,0,
2044,308,-32.99187,489.0487,-2096.2395,0,0,0,
2045,308,45.757587,489.0487,-2098.2053,0,0,0,
2046,308,115.65089,489.0487,-2073.0095,0,0,0,
2047,308,135.05104,489.0487,-2023.8513,0,0,0,
2048,308,358.34366,490.2488,-1990.6415,0,0,0,
2049,308,365.87604,490.2488,-1943.2974,0,0,0,
2050,308,314.4367,490.2488,-1920.4839,0,0,0,
2051,308,143.89157,489.0487,-1950.8182,0,0,0,
2052,308,47.88537,489.0487,-2038.9734,0,0,0,
2053,308,-67.373825,489.39172,-1893.187,0,0,0,
2054,308,5.3926687,489.0487,-1824.28,0,0,0,
2055,308,-172.80798,491.3237,-1594.028,0,0,0,
2056,308,-116.96812,491.15152,-1615.6569,0,0,0,
2057,308,-94.80653,490.73685,-1577.1199,0,0,0,
2058,308,-137.1157,490.2487,-1416.1818,0,0,0,
2059,308,-201.5269,489.846,-1397.0544,0,0,0,
2060,308,-234.97495,489.04874,-1250.6688,0,0,0,
2061,308,-185.34904,489.0487,-1233.7333,0,0,0,
2062,308,-108.22009,489.0487,-1191.5962,0,0,0,
2063,308,-95.00286,489.0487,-1252.1359,0,0,0,
2064,308,-79.37886,489.0487,-1118.289,0,0,0,
2065,308,-182.79213,489.0487,-1164.198,0,0,0,
2066,308,-274.41205,489.0487,-1106.3008,0,0,0,
2067,308,-287.51462,489.0487,-1181.2283,0,0,0,
2068,308,-234.66318,489.0487,-1041.1826,0,0,0,
2069,308,-346.74478,489.0487,-1067.9187,0,0,0,
2070,308,-410.27826,489.0487,-1044.5577,0,0,0,
2071,308,-337.66144,489.0487,-990.53815,0,0,0,
2072,308,-278.7931,489.0487,-1011.9768,0,0,0,
2073,308,-268.11685,489.32925,-950.43427,0,0,0,
2074,308,-355.72925,489.0487,-933.61194,0,0,0,
2075,308,-418.85693,489.0487,-857.6884,0,0,0,
2076,308,-460.51355,489.0487,-806.99744,0,0,0,
2077,308,-495.97153,489.04874,-784.15155,0,0,0,
2078,308,-364.4119,489.04877,-688.3349,0,0,0,
2079,308,-385.3796,489.0487,-775.3657,0,0,0,
2080,308,-291.20398,489.04877,-694.7952,0,0,0,
2081,308,-198.34662,489.04877,-637.26166,0,0,0,
2082,308,-84.13863,489.0487,-720.1519,0,0,0,
2083,308,-41.97438,489.0487,-790.90967,0,0,0,
2084,308,-62.716526,489.0487,-873.26086,0,0,0,
2085,308,-169.0982,489.0487,-832.0529,0,0,0,
2086,308,-246.0107,489.0487,-791.2531,0,0,0,
2087,308,-324.92114,489.0487,-758.5014,0,0,0,
2088,308,-244.29384,489.0487,-878.63666,0,0,0,
2089,308,-44.7116,489.40924,-972.644,0,0,0,
2090,308,67.50639,489.6337,-973.8023,0,0,0,
2091,308,70.502625,489.72614,-922.1572,0,0,0,
2092,308,15.896145,489.0487,-1034.787,0,0,0,
2093,308,-109.22276,489.4774,-977.0638,0,0,0,
2094,308,-178.01662,489.0487,-1009.8003,0,0,0,
2095,308,-721.41486,531.8241,-527.32104,0,0,0,
2096,308,-868.07837,546.97186,-583.55695,0,0,0,
2097,308,-747.30975,520.2531,-671.71936,0,0,0,
2098,308,-721.5007,528.51025,-559.2548,0,0,0,
2099,308,-875.7383,557.2255,-495.27573,0,0,0,
2100,308,-949.1849,562.12994,-549.41174,0,0,0,
2101,308,-1021.0015,583.2605,-400.74207,0,0,0,
2102,308,-1075.2872,583.2605,-442.8385,0,0,0,
2103,308,-1095.3683,583.2605,-369.48602,0,0,0,
2104,308,-1126.8802,583.26056,-331.0192,0,0,0,
2105,308,-1171.6779,583.2605,-429.52255,0,0,0,
2106,308,-1127.7034,583.2605,-406.66284,0,0,0,
2107,308,-1219.1167,583.2606,-351.08737,0,0,0,
2108,308,-1208.5902,583.2607,-272.45593,0,0,0,
2109,308,-1253.0096,583.2607,-271.19632,0,0,0,
2110,308,-1254.3446,583.2607,-199.34766,0,0,0,
2111,308,-1304.6659,583.2607,-247.95102,0,0,0,
2112,308,-1179.189,583.2607,-189.43204,0,0,0,
2113,308,-1347.6609,583.2607,-144.02788,0,0,0,
2114,308,-1384.9083,583.2607,-215.5904,0,0,0,
2115,308,-1380.0642,583.2607,-281.29248,0,0,0,
2116,308,-1349.9443,583.2607,-226.11522,0,0,0,
2117,308,-1245.5471,583.2607,-135.2174,0,0,0,
2118,308,-1160.7692,583.2607,-107.98094,0,0,0,
2119,308,-1095.6254,583.2607,-197.52081,0,0,0,
2120,308,-1330.6136,583.2607,361.25223,0,0,0,
2121,308,-1385.763,583.2607,443.88672,0,0,0,
2122,308,-1442.5775,583.2607,466.97552,0,0,0,
2123,308,-1490.2312,583.2607,439.53937,0,0,0,
2124,308,-1520.2604,583.2607,364.021,0,0,0,
2125,308,-1546.1805,583.2607,324.75714,0,0,0,
2126,308,-1556.0184,583.2607,260.79663,0,0,0,
2127,308,-1527.6173,583.2607,203.99754,0,0,0,
2128,308,-1477.8811,583.2607,151.30647,0,0,0,
2129,308,-1416.8887,583.2607,64.53264,0,0,0,
2130,308,-1352.3177,583.2607,48.69303,0,0,0,
2131,308,-1317.0792,583.2607,98.76541,0,0,0,
2132,308,-1284.1765,583.2607,229.37434,0,0,0,
2133,308,-1396.8226,583.2607,152.86583,0,0,0,
2134,308,-1441.3108,583.2607,107.1309,0,0,0,
2135,308,-1444.4965,583.2607,222.87698,0,0,0,
2136,308,-1501.1202,583.2607,321.74493,0,0,0,
2137,308,-1419.6865,583.2607,396.17752,0,0,0,
2138,308,-1352.1118,583.2607,345.28592,0,0,0,
2139,308,-1374.4347,583.2607,260.67328,0,0,0,
2140,308,-1490.8401,583.2607,309.6543,0,0,0,
2141,308,-1440.2538,583.2607,296.7578,0,0,0,
2142,308,-1262.4794,583.2607,297.30118,0,0,0,
2143,308,-1317.604,583.2607,270.17148,0,0,0,
2144,308,-1165.3185,583.2607,203.78334,0,0,0,
2145,308,-1275.545,583.2607,138.77805,0,0,0,
2146,308,-1332.1019,583.2607,173.62982,0,0,0,
2147,308,-1145.8474,583.2607,131.88452,0,0,0,
2148,308,-1223.6532,583.2607,186.61855,0,0,0,
2149,308,-1289.0504,583.2607,411.79333,0,0,0,
2150,308,-1155.4338,517.6859,886.55225,0,0,0,
2151,308,-1186.9229,518.0367,935.2289,0,0,0,
2152,308,-1132.2186,518.3019,1009.8607,0,0,0,
2153,308,-1127.0464,518.2279,963.39453,0,0,0,
2154,308,-1121.8644,518.3019,1082.8868,0,0,0,
2155,308,-1123.4192,518.3019,1165.4146,0,0,0,
2156,308,-1092.7925,518.3019,1277.4994,0,0,0,
2157,308,-1035.849,518.3019,1362.287,0,0,0,
2158,308,-984.4557,518.3019,1376.0248,0,0,0,
2159,308,-880.1264,518.3019,1429.3387,0,0,0,
2160,308,-819.7928,518.3019,1353.3524,0,0,0,
2161,308,-782.07196,518.3018,1253.4344,0,0,0,
2162,308,-982.9773,518.3019,1311.0818,0,0,0,
2163,308,-904.4167,518.3019,1315.6211,0,0,0,
2164,308,-933.83813,518.30176,1170.5258,0,0,0,
2165,308,-1028.1162,518.3019,1070.6433,0,0,0,
2166,308,-1037.0295,518.2244,972.58234,0,0,0,
2167,308,-947.14966,518.3019,1038.1698,0,0,0,
2168,308,-903.6398,518.3019,1095.529,0,0,0,
2169,308,-740.42444,518.3019,1121.4481,0,0,0,
2170,308,-772.148,518.3019,1191.3972,0,0,0,
2171,308,-812.80884,518.3019,1090.2362,0,0,0,
2172,308,-744.3686,518.2678,966.94855,0,0,0,
2173,308,-659.40485,518.3019,1132.0771,0,0,0,
2174,308,-607.7868,518.28674,998.1238,0,0,0,
2175,308,-607.2231,518.7715,899.62,0,0,0,
2176,308,-677.2632,518.3019,788.86426,0,0,0,
2177,308,-806.3117,518.3019,758.1957,0,0,0,
2178,308,-704.5698,519.3525,862.1821,0,0,0,
2179,308,-906.50964,519.85315,799.9288,0,0,0,
2180,308,-1002.0891,520.30664,878.2051,0,0,0,
2181,308,-958.6186,518.1739,959.47906,0,0,0,
2182,308,-916.15283,518.75024,935.11676,0,0,0,
2183,308,-991.54175,518.6633,791.92017,0,0,0,
2184,308,-1048.1354,519.1454,815.5504,0,0,0,
2185,308,-244.81873,559.2428,567.47174,0,0,0,
2186,308,-153.25156,559.2428,560.8619,0,0,0,
2187,308,-62.92668,559.2428,476.45435,0,0,0,
2188,308,-11.87257,559.18884,401.92676,0,0,0,
2189,308,40.51228,559.0514,271.55927,0,0,0,
2190,308,-99.67842,559.1119,279.20993,0,0,0,
2191,308,-192.58246,559.2409,308.12582,0,0,0,
2192,308,-306.37787,559.2428,266.92767,0,0,0,
2193,308,-372.61758,559.2428,173.70895,0,0,0,
2194,308,-371.85007,559.2266,88.50986,0,0,0,
2195,308,-474.72144,559.2428,143.16289,0,0,0,
2196,308,-445.67822,559.2428,231.05164,0,0,0,
2197,308,-445.31046,559.2428,331.97952,0,0,0,
2198,308,-404.85596,559.2428,426.3734,0,0,0,
2199,308,-316.50665,559.2428,487.19934,0,0,0,
2200,308,-201.51103,559.2428,431.37207,0,0,0,
2201,308,-304.01483,559.2428,305.85382,0,0,0,
2202,308,-254.62572,559.9001,49.466373,0,0,0,
2203,308,-296.75504,560.3009,84.91995,0,0,0,
2204,308,-346.15997,559.2115,24.830772,0,0,0,
2205,308,-363.68402,558.42896,-27.774944,0,0,0,
2206,308,-310.4721,558.25073,-52.014095,0,0,0,
2207,308,-199.67218,559.26337,4.5546303,0,0,0,
2208,308,-121.42024,558.79517,-97.25466,0,0,0,
2209,308,-207.68765,558.52576,-116.60303,0,0,0,
2210,308,-58.766968,559.07776,-183.28969,0,0,0,
2211,308,-32.778645,559.5903,-44.04138,0,0,0,
2212,308,11.864992,560.17163,72.49626,0,0,0,
2213,308,121.6245,559.8308,158.57462,0,0,0,
2214,308,31.403753,560.94366,196.8202,0,0,0,
2215,308,-30.986572,560.8854,263.59006,0,0,0,
2216,308,120.25426,559.13,263.66125,0,0,0,
2217,308,97.917564,559.17255,314.419,0,0,0,
2218,308,194.20425,559.44995,142.24626,0,0,0,
2219,308,231.48668,559.1884,25.803574,0,0,0,
2220,308,212.66882,559.3024,-81.95696,0,0,0,
2221,308,131.00107,559.2385,-161.08598,0,0,0,
2222,308,62.817745,559.2247,-144.62682,0,0,0,
2223,308,24.82061,559.5864,-38.66481,0,0,0,
2224,308,-63.698505,560.4992,-5.139265,0,0,0,
2225,308,1185.3201,414.6107,-1055.425,0,0,0,
2226,308,1176.4274,414.6107,-991.503,0,0,0,
2227,308,1134.5013,414.6107,-1075.2029,0,0,0,
2228,308,1241.7883,420.30963,-1112.5897,0,0,0,
2229,308,1244.1321,421.75876,-1148.2987,0,0,0,
2230,308,1300.8513,425.1762,-1109.6786,0,0,0,
2231,308,1364.2538,432.08792,-1147.565,0,0,0,
2232,308,1340.6888,431.64993,-1187.9733,0,0,0,
2233,308,1410.8926,433.4252,-1233.6876,0,0,0,
2234,308,1460.2054,433.4252,-1174.5192,0,0,0,
2235,308,1555.7502,433.4252,-1232.4932,0,0,0,
2236,308,1511.5109,433.4252,-1277.5039,0,0,0,
2237,308,1619.7573,433.42523,-1277.7468,0,0,0,
2238,308,1531.042,433.42523,-1363.4274,0,0,0,
2239,308,1540.3195,433.42526,-1478.929,0,0,0,
2240,308,1570.6288,433.4253,-1536.1106,0,0,0,
2241,308,1647.4292,433.42523,-1478.9265,0,0,0,
2242,308,1594.0238,433.42526,-1402.378,0,0,0,
2243,308,1439.003,437.65518,-1507.4221,0,0,0,
2244,308,1387.8926,439.2015,-1496.3328,0,0,0,
2245,308,1331.7184,438.76578,-1462.6438,0,0,0,
2246,308,1371.6401,438.07693,-1456.4469,0,0,0,
2247,308,1305.2396,438.99313,-1502.9921,0,0,0,
2248,308,1598.2336,433.4253,-1480.5885,0,0,0,
2249,308,1603.1147,433.42523,-1356.9058,0,0,0,
