ClassID,GenType,PosX,PosY,PosZ,Direction
44,9,-44.737072,178.89078,-998.9682,0
45,10,-1084.9303,178.89078,-451.10626,0
46,10,-119.63733,178.89078,-156.5772,0
47,10,679.70337,178.89078,-764.78235,0
48,10,655.91345,224.25394,621.4255,0
100,100,-1570.6133,224.25394,309.235,0
101,100,-1671.9785,224.25394,517.752,0
102,100,-1450.7794,224.25394,553.3914,0
103,100,-1309.8142,224.25394,415.4925,0
104,100,-975.6006,224.25394,442.06848,0
105,100,-792.00903,224.25394,698.42847,0
106,100,-856.68475,224.25394,602.4534,0
107,100,-627.4663,224.25394,372.29272,0
108,100,-275.89682,224.15926,489.5686,0
109,100,-136.9652,224.23878,758.3987,0
110,100,166.65106,224.25394,733.6837,0
111,100,-25.216587,224.24886,613.0547,0
112,100,196.50523,224.25394,513.15594,0
113,100,62.375355,224.25394,345.42136,0
114,100,581.5407,224.25394,563.848,0
115,100,889.39905,224.25394,716.37665,0
116,100,853.8538,224.25394,508.08777,0
117,100,813.61444,224.25394,358.43054,0
118,100,630.4958,253.14111,928.80786,0
119,100,406.46237,253.14111,937.3325,0
120,100,134.07433,253.14111,1057.9447,0
121,100,-81.3347,253.14111,1276.4388,0
122,100,66.258545,253.14111,1403.5603,0
123,100,-26.26584,178.89078,-9.703678,0
124,100,-33.47561,178.8908,-308.8533,0
125,100,186.20291,178.89078,-199.79108,0
126,100,306.0135,178.89078,-363.0452,0
127,100,125.87261,178.8908,-529.43115,0
128,100,-59.33171,178.89082,-481.6436,0
129,100,-299.8293,178.89078,-515.1692,0
130,100,-606.12476,178.89078,-485.63498,0
131,100,-947.4997,178.89078,-587.2288,0
132,100,-728.1669,178.89078,-821.1791,0
133,100,-896.6972,178.89078,-442.48004,0
134,100,-1034.5752,178.89078,-657.34985,0
135,100,769.69556,178.89078,-219.30156,0
136,100,929.7722,178.89078,-19.137672,0
137,100,1086.9912,178.89078,-149.81912,0
138,100,923.5813,178.89078,-192.73166,0
139,100,875.8701,178.89078,-433.06622,0
140,100,861.8313,178.89078,-735.29834,0
141,100,704.30505,178.89078,-981.0617,0
142,100,1004.6575,178.89078,-1100.4719,0
143,100,890.09906,178.89078,-929.49585,0
144,100,1075.2906,178.89078,-733.72363,0
145,100,1144.2174,178.89078,-955.9863,0
146,100,311.85043,178.89078,-1114.7009,0
147,100,118.75179,178.89078,-1069.3154,0
148,100,-88.871475,178.89078,-1331.7451,0
149,100,-328.72357,178.89078,-1126.4978,0
150,100,-443.41858,178.89078,-1261.1931,0
151,100,-61.315704,178.89078,-1224.8035,0
152,100,-142.12555,178.89078,-1019.3781,0
153,100,1402.2433,178.89078,-932.2621,0
154,100,1627.6056,178.89078,-803.1234,0
155,100,1643.3007,178.89078,-1011.3859,0
156,100,1619.7816,178.89078,-878.2182,0
157,100,758.57056,178.89078,-855.24536,0
158,100,557.42,178.89078,-230.05281,0
159,100,234.969,224.25394,221.268,0
160,100,466.64774,224.25394,458.626,0
161,100,-112.81922,224.22418,352.01318,0
162,100,39.155174,253.14111,1197.9784,0
163,100,-748.646,224.25394,259.72076,0
164,100,751.69836,178.89078,-40.513184,0
165,101,-477.2743,178.89078,-1214.7692,0
166,101,-304.2659,178.89078,-1166.448,0
167,101,-295.93378,178.89078,-1313.0371,0
168,101,-38.06668,178.89078,-1247.0875,0
169,101,87.585594,178.89078,-1082.6495,0
170,101,-206.03812,178.89078,-994.9317,0
171,101,-915.2562,178.89078,-681.57117,0
172,101,-1039.2809,178.89078,-516.9173,0
173,101,-887.7953,178.89078,-377.5549,0
174,101,-722.5173,178.89078,-532.3563,0
175,101,-709.0443,178.89078,-723.9526,0
176,101,-859.1368,178.89078,-785.04016,0
177,101,745.09143,178.89078,-209.59564,0
178,101,843.5318,178.89078,-43.510437,0
179,101,1064.8407,178.89078,-50.093235,0
180,101,942.8345,178.89078,-144.14645,0
181,101,920.79114,178.89078,-351.3966,0
182,101,1171.2858,178.89078,-173.73694,0
183,101,713.92633,178.89078,-986.91254,0
184,101,819.79443,178.89078,-787.0627,0
185,101,999.2764,178.89078,-729.1777,0
186,101,935.2756,178.89078,-923.04047,0
187,101,934.5407,178.89078,-1113.4788,0
188,101,1109.7185,178.89078,-1017.3293,0
189,101,1140.2927,178.89078,-837.07916,0
190,101,680.4569,178.89078,-832.60864,0
191,101,608.17365,178.89078,-115.16011,0
192,102,744.1824,224.25394,484.2742,0
193,102,868.7747,224.25394,625.0836,0
194,102,995.7863,224.25394,668.0353,0
195,102,986.08417,224.25394,503.73233,0
196,102,898.3101,224.25394,539.7903,0
197,102,839.9751,224.25394,359.64587,0
198,102,529.70734,224.25394,490.41925,0
199,102,88.29474,224.25394,252.34843,0
200,102,-93.645325,224.22182,386.75812,0
201,102,208.2198,224.25394,479.4534,0
202,102,-48.863976,224.24442,546.1774,0
203,102,99.01477,224.25394,648.1266,0
204,102,-155.45152,224.22578,741.1031,0
205,102,194.85327,224.25394,851.406,0
206,102,475.6434,253.14111,958.63165,0
207,102,652.2458,253.14111,1051.6909,0
208,102,727.12006,253.14111,959.9663,0
209,102,616.3071,253.14111,907.30975,0
210,102,563.26135,253.14111,841.8781,0
211,102,55.075676,253.14111,1219.2712,0
212,102,-160.33218,253.14111,1280.9509,0
213,102,69.83041,253.14111,1065.2256,0
214,102,110.82691,253.14111,1436.6119,0
215,102,-127.17357,253.14111,1413.5773,0
216,103,-1645.0043,224.25394,246.45691,0
217,103,-1696.9899,224.25394,405.5481,0
218,103,-1572.6284,224.25394,567.7153,0
219,103,-1362.759,224.25394,494.0583,0
220,103,-1448.3867,224.25394,351.64017,0
221,103,-1057.57,224.25394,419.82306,0
222,103,-875.0918,224.25394,652.5571,0
223,103,-743.1243,224.25394,749.24286,0
224,103,-618.9247,224.25394,607.54694,0
225,103,-786.0497,224.25394,490.46802,0
226,103,-749.30206,224.25394,192.9542,0
227,103,-592.13477,224.25394,350.12128,0
228,103,-410.84784,224.22397,414.6397,0
229,103,-72.28547,178.89078,-222.56804,0
230,103,110.91777,178.89078,-123.74633,0
231,103,236.05275,178.89078,-145.72195,0
232,103,275.38116,178.8908,-368.63098,0
233,103,149.84454,178.8908,-326.93048,0
234,103,-48.324383,178.89082,-448.47647,0
235,103,-227.22945,178.89084,-471.64536,0
236,103,126.00711,178.8908,-526.277,0
