ClassID,GenType,PosX,PosY,PosZ,Direction
439,13,-922.11285,756.7664,595.86774,0
440,13,-680.8283,756.7664,600.19415,0
441,13,-675.4312,756.76636,790.2056,0
442,13,-852.4068,745.37494,644.5734,0
443,13,-932.08215,745.3749,810.3131,0
444,13,-838.015,745.3749,963.9919,0
445,13,-1063.6887,756.7664,868.1745,0
446,13,-1094.4104,756.7664,1111.0178,0
447,13,-1196.0419,756.7664,1165.7407,0
448,13,-1115.2723,756.90686,1290.01,0
449,13,-886.28986,745.3749,982.1929,0
450,13,-881.3209,745.4736,507.81918,0
451,13,-235.85785,544.5852,668.57056,0
452,13,-210.87305,544.58514,882.004,0
453,13,-16.83088,544.58514,867.34656,0
454,13,-4.2957897,544.58514,707.8242,0
455,13,-144.43427,544.58514,754.9123,0
456,13,-380.67404,544.58514,554.61456,0
457,13,-622.6722,542.5395,334.7217,0
458,12,127.26098,491.03424,743.1131,0
459,12,170.35846,456.6523,623.1499,0
460,12,-96.07459,337.985,388.36996,0
461,12,-304.3903,312.2023,286.3487,0
462,12,-454.58124,280.17444,-42.42226,0
463,308,-544.1036,544.585,-826.00793,0
464,308,-1502.5162,296.71393,-1474.5695,0
465,308,-770.2954,544.58514,-301.91425,0
466,308,-100.7431,544.58514,642.63635,0
467,308,-831.7287,745.37494,693.85254,0
468,308,-1137.4088,756.7664,1113.8896,0
469,308,-606.8187,915.6631,1143.8197,0
470,308,-537.64636,1055.1494,1696.4225,0
471,308,133.90738,583.14996,-1464.0314,0
472,308,1703.2428,0.28520235,-701.0635,0
473,308,953.64307,2.2851562,574.0207,0
474,308,1105.2098,2.2851562,997.20886,0
475,308,527.4481,0.44155926,1524.367,0
476,308,-609.8291,544.58514,14.316092,0
477,308,1303.1385,2.2851562,854.1333,0
478,308,-175.34892,544.58514,887.49786,0
479,308,-194.64787,583.14996,-1742.5308,0
480,308,-740.0281,531.96625,-503.96234,0
481,308,-958.1913,544.58514,102.005,0
482,308,-1638.2865,302.50754,-1528.7142,0
483,308,64.70173,530.3496,814.1172,0
484,308,-530.98456,543.1303,413.5195,0
485,308,-927.9054,756.7664,619.2872,0
486,308,-675.99854,1063.841,1743.5828,0
487,308,733.1364,1.2792314,1233.7078,0
488,308,930.2142,2.2851562,843.2881,0
489,308,1439.1431,-11.248022,-827.4336,0
490,308,1525.2654,-11.248047,-337.8003,0
491,308,896.7752,2.2593207,1035.4957,0
492,308,715.24536,2.2851562,514.4482,0
493,308,-200.68443,574.47925,-1435.5953,0
494,308,1241.1812,-11.248047,-531.68207,0
495,308,1511.6803,-11.248047,-536.54,0
496,308,-1348.3971,302.5075,-1264.2225,0
497,308,-1301.1288,294.39597,-1616.7039,0
498,308,143.69621,439.06586,555.9516,0
499,308,-199.07805,320.94983,360.8013,0
500,308,-374.38666,312.2023,165.73161,0
501,308,-42.89754,583.14996,-1548.9711,0
502,308,-834.98083,544.585,-721.4899,0
503,309,1658,0,-866,0
